,0
0,0.00035077333
1,0.00049239397
2,0.0006996393
3,0.0013540387
4,0.0016234517
5,0.0018160343
6,0.0021009445
7,0.002175212
8,0.002650261
9,0.0027951598
10,0.0034956932
11,0.0041323304
12,0.0064337254
13,0.008220375
14,0.008624911
15,0.00888443
16,0.009790599
17,0.009980798
18,0.010074079
19,0.010360837
20,0.011806369
21,0.011918783
22,0.011927307
23,0.01219058
24,0.013015449
25,0.013388634
26,0.013531148
27,0.015591323
28,0.015776038
29,0.016133308
30,0.016851902
31,0.017095149
32,0.017270684
33,0.017444909
34,0.017472029
35,0.018050015
36,0.01816076
37,0.01830399
38,0.018645048
39,0.019877076
40,0.02108556
41,0.021187901
42,0.02123332
43,0.021319032
44,0.021645963
45,0.021646738
46,0.02167523
47,0.021684468
48,0.021799982
49,0.023004413
50,0.023089588
51,0.023732007
52,0.02377677
53,0.024093688
54,0.025143206
55,0.025179207
56,0.02575618
57,0.026127517
58,0.026258707
59,0.027118623
60,0.027123928
61,0.029487312
62,0.029501498
63,0.029879153
64,0.030010521
65,0.030380607
66,0.030465305
67,0.030770719
68,0.031434596
69,0.031579792
70,0.032154024
71,0.032286823
72,0.032443285
73,0.03316337
74,0.033879578
75,0.034831822
76,0.03518355
77,0.03535694
78,0.03556049
79,0.036633313
80,0.036783695
81,0.036984205
82,0.037204087
83,0.037544847
84,0.037903905
85,0.038458526
86,0.03851366
87,0.038861275
88,0.039179206
89,0.039241254
90,0.039653957
91,0.040881753
92,0.04205811
93,0.042086482
94,0.04344684
95,0.043493986
96,0.043643713
97,0.04391098
98,0.044002652
99,0.04409504
100,0.04617554
101,0.046407104
102,0.046595514
103,0.047061324
104,0.048277378
105,0.048469126
106,0.048595726
107,0.049263597
108,0.049643576
109,0.04973215
110,0.049910426
111,0.050052643
112,0.050287127
113,0.050404966
114,0.05088705
115,0.051506698
116,0.051648796
117,0.05174625
118,0.051798224
119,0.05226606
120,0.052384853
121,0.052476585
122,0.05258596
123,0.05269599
124,0.052928507
125,0.053126574
126,0.053141177
127,0.05357176
128,0.054035842
129,0.054345608
130,0.05444789
131,0.055323124
132,0.055862844
133,0.05660683
134,0.05671209
135,0.056957006
136,0.057204723
137,0.058032036
138,0.058136106
139,0.05856818
140,0.061707556
141,0.061911404
142,0.06225729
143,0.062355876
144,0.06247884
145,0.06291902
146,0.062959194
147,0.06337386
148,0.0637359
149,0.06456381
150,0.06490612
151,0.065069854
152,0.0651319
153,0.065742075
154,0.0663895
155,0.06672841
156,0.06684083
157,0.06699067
158,0.06770843
159,0.06881559
160,0.069770634
161,0.07063782
162,0.070800304
163,0.07142371
164,0.07157302
165,0.07168919
166,0.07188827
167,0.072146475
168,0.07232088
169,0.072345495
170,0.07285869
171,0.07305503
172,0.0734365
173,0.074552715
174,0.0758692
175,0.07623285
176,0.07661939
177,0.07708019
178,0.078535855
179,0.07860613
180,0.07860839
181,0.07872695
182,0.07886571
183,0.07976228
184,0.080046594
185,0.08049452
186,0.081248164
187,0.0816617
188,0.08181536
189,0.08318198
190,0.08421862
191,0.08512932
192,0.08543193
193,0.085882604
194,0.08593482
195,0.08611059
196,0.08676916
197,0.086824656
198,0.08699995
199,0.08734125
200,0.08762276
201,0.08796871
202,0.08800334
203,0.088139236
204,0.088268995
205,0.08827448
206,0.08906996
207,0.08909106
208,0.089172244
209,0.08931869
210,0.0896225
211,0.08972198
212,0.090794444
213,0.09081
214,0.09146482
215,0.09206903
216,0.09293896
217,0.09294069
218,0.09299421
219,0.09369403
220,0.0936982
221,0.09421432
222,0.09576571
223,0.09629452
224,0.097007215
225,0.097458065
226,0.09758484
227,0.09847808
228,0.09907442
229,0.099123955
230,0.09922773
231,0.09929997
232,0.09942764
233,0.099646926
234,0.09978676
235,0.09983152
236,0.100299716
237,0.10075444
238,0.10096705
239,0.101442516
240,0.103328764
241,0.10344589
242,0.10370797
243,0.10387987
244,0.1056065
245,0.10604519
246,0.10608983
247,0.10615808
248,0.10632086
249,0.10682714
250,0.10743821
251,0.10915792
252,0.10974759
253,0.11003089
254,0.11097133
255,0.111136734
256,0.11130977
257,0.11182833
258,0.112038374
259,0.11217016
260,0.11229688
261,0.1125676
262,0.11318296
263,0.11322987
264,0.113469005
265,0.11372
266,0.11421567
267,0.11449218
268,0.11515474
269,0.115231454
270,0.11587095
271,0.11603975
272,0.11632365
273,0.116854906
274,0.11724448
275,0.11830956
276,0.11884248
277,0.11989319
278,0.11997712
279,0.12151939
280,0.121533036
281,0.12156594
282,0.12176144
283,0.12265152
284,0.12270641
285,0.12345505
286,0.12369883
287,0.124034286
288,0.124366224
289,0.12569475
290,0.12635428
291,0.12723428
292,0.12793046
293,0.12863666
294,0.12898153
295,0.13080227
296,0.13110065
297,0.13148755
298,0.13150227
299,0.13227355
300,0.13227952
301,0.13248545
302,0.13293815
303,0.13422233
304,0.13425028
305,0.13426632
306,0.13437754
307,0.13492578
308,0.13492674
309,0.13496375
310,0.13644803
311,0.13649988
312,0.13690317
313,0.13764817
314,0.13793147
315,0.13825965
316,0.139292
317,0.13938892
318,0.13939255
319,0.13969755
320,0.13979346
321,0.14066404
322,0.14079094
323,0.14127791
324,0.14131618
325,0.14167029
326,0.14200127
327,0.14348525
328,0.14352554
329,0.14361918
330,0.14403725
331,0.14416617
332,0.14442414
333,0.14468211
334,0.14601874
335,0.1464197
336,0.1465385
337,0.14717537
338,0.14900237
339,0.14916557
340,0.14965415
341,0.15003753
342,0.15020555
343,0.15049535
344,0.15163583
345,0.15201515
346,0.15212029
347,0.15306711
348,0.15339267
349,0.15362537
350,0.15394717
351,0.1544103
352,0.15502739
353,0.15513408
354,0.15595442
355,0.15608269
356,0.1561938
357,0.15807903
358,0.15842348
359,0.15894967
360,0.15981847
361,0.16002494
362,0.16081417
363,0.16109091
364,0.16109854
365,0.16167521
366,0.16176385
367,0.16229546
368,0.16264188
369,0.1626882
370,0.16273338
371,0.16473901
372,0.1648823
373,0.16523385
374,0.16528052
375,0.16531599
376,0.16550595
377,0.16614681
378,0.1663729
379,0.16664761
380,0.16685188
381,0.166915
382,0.16737735
