Interation,mean obj,max obj,constraint,max cons,lag,loss,lambda
0,992.3798828125,996.4428100585938,142.16128540039062,144.15875244140625,-38756.0078125,0.7074872255325317,1.05790114402771
1,1037.612060546875,1040.92578125,191.58023071289062,193.62127685546875,-31384.0078125,0.7556217908859253,1.7959136962890625
2,1004.71484375,1011.0557250976562,147.60250854492188,150.185546875,-26770.80078125,0.7873952388763428,2.2842674255371094
3,962.0383911132812,969.8909912109375,97.67076110839844,100.8248291015625,-26937.74609375,0.7862223982810974,2.5319926738739014
4,919.887451171875,929.1217041015625,49.54510498046875,53.4658203125,-29917.96875,0.7655776143074036,2.5492570400238037
5,878.8767700195312,889.3756103515625,3.4528088569641113,8.080810546875,-33904.4296875,0.7388072609901428,2.346229314804077
6,839.1746826171875,850.8306884765625,-40.605506896972656,-35.3280029296875,-37326.48046875,0.7165752053260803,1.932993769645691
7,800.894287109375,813.60888671875,-82.64710998535156,-76.7755126953125,-38838.3984375,0.7069669365882874,1.3199480772018433
8,764.288818359375,777.9761962890625,-122.6091537475586,-116.1968994140625,-37310.21875,0.7166792750358582,0.52326500415802
9,731.2628784179688,745.8760986328125,-159.3365936279297,-152.43994140625,-31919.005859375,0.7520208954811096,0.005689783953130245
10,767.4055786132812,781.4829711914062,-124.33639526367188,-117.84869384765625,-29398.65234375,0.7691356539726257,9.999999747378752e-05
11,806.0634765625,819.3494873046875,-84.87185668945312,-78.895263671875,-31087.79296875,0.7576228380203247,9.999999747378752e-05
12,846.102294921875,858.5094604492188,-43.66087341308594,-38.2471923828125,-32877.97265625,0.7456094622612,0.002329699695110321
13,887.54833984375,898.9869995117188,-0.6682153344154358,4.1292724609375,-34737.12109375,0.7333348989486694,0.22304779291152954
14,930.428466796875,940.8060913085938,44.14361572265625,48.2698974609375,-36174.2265625,0.7239853143692017,0.6737028360366821
15,974.6719970703125,983.9428100585938,90.13101959228516,93.5426025390625,-35627.8046875,0.7275261282920837,1.2961245775222778
16,1012.1376342773438,1019.9173583984375,124.48431396484375,127.6048583984375,-32292.59765625,0.7495166659355164,1.6878308057785034
17,972.3342895507812,982.442138671875,78.34126281738281,81.99169921875,-31945.375,0.7518439292907715,1.8496646881103516
18,930.9064331054688,942.328857421875,32.36680603027344,36.76171875,-33691.51171875,0.74021315574646,1.7900753021240234
19,890.2731323242188,902.9005737304688,-11.917892456054688,-6.8302001953125,-35920.85546875,0.7256250381469727,1.5186551809310913
20,850.972900390625,864.7115478515625,-54.28400802612305,-48.55584716796875,-37210.6015625,0.7173169851303101,1.0468370914459229
21,813.7379760742188,828.5152587890625,-94.36363220214844,-88.04644775390625,-36360.05859375,0.7227851152420044,0.42249923944473267
22,787.9371948242188,803.716796875,-124.8675765991211,-118.07281494140625,-32905.484375,0.74542635679245,0.0330311581492424
23,826.9479370117188,842.0645751953125,-87.11843872070312,-80.816162109375,-32159.02734375,0.7504110336303711,0.0009573421557433903
24,867.704345703125,881.9777221679688,-46.462371826171875,-40.732666015625,-33848.22265625,0.7391781806945801,0.0010978206992149353
25,909.8368530273438,923.1763916015625,-4.052216529846191,1.05194091796875,-35739.88671875,0.7267984747886658,0.20163825154304504
26,953.3665161132812,965.68310546875,40.10808563232422,44.533203125,-37297.09375,0.7167632579803467,0.6294988393783569
27,998.2490234375,1009.1434936523438,85.5721206665039,89.32025146484375,-37037.33203125,0.7184275984764099,1.2534724473953247
28,1038.68896484375,1046.05908203125,124.79471588134766,127.20953369140625,-33743.7421875,0.7398680448532104,1.6565781831741333
29,1000.1524047851562,1011.9193115234375,80.62115478515625,84.4947509765625,-33137.55859375,0.7438833713531494,1.8322755098342896
30,957.9275512695312,971.0602416992188,35.13948059082031,39.744384765625,-34684.484375,0.7336795330047607,1.788399338722229
31,916.4052124023438,930.7215576171875,-8.775277137756348,-3.4619140625,-36813.87109375,0.7198624014854431,1.5341284275054932
32,876.1792602539062,891.5868530273438,-50.85417556762695,-44.88397216796875,-38119.1875,0.711521327495575,1.0804682970046997
33,837.97607421875,854.4044189453125,-90.73198699951172,-84.15576171875,-37405.19140625,0.7160717248916626,0.471200555562973
34,810.4471435546875,827.87841796875,-121.85355377197266,-114.7728271484375,-34141.28125,0.737246572971344,0.07073833048343658
35,850.197021484375,867.0018310546875,-84.3856201171875,-77.80340576171875,-33350.47265625,0.7424705624580383,0.0047568678855896
36,891.7913818359375,907.778076171875,-43.94395446777344,-37.9466552734375,-34937.25,0.732025682926178,0.006275629624724388
37,934.7562255859375,949.8304443359375,-1.7428258657455444,3.61474609375,-36861.8515625,0.71955406665802,0.21713630855083466
38,979.1058959960938,993.180908203125,42.17213821411133,46.8369140625,-38405.65625,0.7097037434577942,0.653907299041748
39,1024.7376708984375,1035.7138671875,87.35420989990234,91.430908203125,-38074.19921875,0.7118072509765625,1.2751117944717407
40,1061.5086669921875,1069.521240234375,124.24091339111328,126.8365478515625,-34680.625,0.7337049245834351,1.6885110139846802
41,1026.398193359375,1039.2421875,82.6798095703125,86.92352294921875,-34023.16015625,0.7380245327949524,1.875767469406128
