,0
0,6.556511e-07
1,3.3020973e-05
2,0.0010960698
3,0.0018689036
4,0.002113402
5,0.0026493669
6,0.0026900768
7,0.0037309527
8,0.0046361685
9,0.0054355264
10,0.00562495
11,0.0061437488
12,0.006168604
13,0.0065651536
14,0.00704211
15,0.008002222
16,0.008173585
17,0.008647025
18,0.008654475
19,0.009004891
20,0.0090485215
21,0.009427965
22,0.009654939
23,0.009816408
24,0.00991267
25,0.010213494
26,0.010332227
27,0.010433495
28,0.010999203
29,0.012170672
30,0.012342751
31,0.0124540925
32,0.013020158
33,0.013086617
34,0.013487935
35,0.013606191
36,0.0143536925
37,0.014988303
38,0.015378654
39,0.015585363
40,0.015829623
41,0.016240716
42,0.016836643
43,0.017285883
44,0.017449439
45,0.018497467
46,0.0193187
47,0.019678533
48,0.01994598
49,0.020482123
50,0.021726131
51,0.022358656
52,0.023118794
53,0.023777664
54,0.024181545
55,0.024731219
56,0.024923742
57,0.02502495
58,0.025110662
59,0.02524668
60,0.025254726
61,0.025462985
62,0.025966525
63,0.026023746
64,0.026325226
65,0.026734054
66,0.027218401
67,0.027437747
68,0.027556598
69,0.028549552
70,0.028944254
71,0.028978467
72,0.02936703
73,0.029597163
74,0.029669821
75,0.030330122
76,0.030344546
77,0.031516075
78,0.03172624
79,0.03261137
80,0.03272879
81,0.033145547
82,0.03349054
83,0.033559203
84,0.03454733
85,0.03538972
86,0.03547156
87,0.035511434
88,0.035996377
89,0.036910713
90,0.03717178
91,0.03804183
92,0.03915769
93,0.039497793
94,0.039806306
95,0.0398103
96,0.04068303
97,0.04136169
98,0.04177332
99,0.04213208
100,0.04221469
101,0.043135166
102,0.043153882
103,0.0435099
104,0.043818653
105,0.0441491
106,0.044552386
107,0.044666708
108,0.04482174
109,0.04498321
110,0.046542764
111,0.04685563
112,0.046858013
113,0.0468778
114,0.047409832
115,0.04789883
116,0.04810202
117,0.04813391
118,0.048337936
119,0.04848975
120,0.0492602
121,0.049293816
122,0.04989916
123,0.050635636
124,0.051406324
125,0.05159688
126,0.051746726
127,0.053020954
128,0.05349487
129,0.054111183
130,0.054985106
131,0.0556401
132,0.055996
133,0.056647122
134,0.057572126
135,0.057866395
136,0.058161974
137,0.05964893
138,0.060955703
139,0.061068237
140,0.061270237
141,0.06158018
142,0.061755
143,0.062271357
144,0.06264204
145,0.06301814
146,0.06304926
147,0.065249205
148,0.06696391
149,0.06812745
150,0.068457544
151,0.068556726
152,0.06878966
153,0.068816185
154,0.06928748
155,0.07088852
156,0.07134366
157,0.07163638
158,0.07210493
159,0.07263267
160,0.0727098
161,0.072743475
162,0.07285839
163,0.07309067
164,0.07419264
165,0.07423192
166,0.074493945
167,0.075080454
168,0.07525486
169,0.07554442
170,0.07615721
171,0.07650274
172,0.07652497
173,0.07705355
174,0.077335775
175,0.077611625
176,0.07764661
177,0.07782155
178,0.07826042
179,0.07889724
180,0.07900268
181,0.079048514
182,0.0798077
183,0.08005744
184,0.080406725
185,0.08046323
186,0.080847025
187,0.081508934
188,0.081542075
189,0.08167839
190,0.08192408
191,0.082307994
192,0.08239126
193,0.08261442
194,0.08361006
195,0.084430456
196,0.08497816
197,0.08525914
198,0.08575106
199,0.08680558
200,0.08685833
201,0.087162495
202,0.087531865
203,0.087958336
204,0.087985635
205,0.08847076
206,0.08860022
207,0.088624835
208,0.08863473
209,0.08865672
210,0.08925235
211,0.08942896
212,0.08961868
213,0.09060562
214,0.0912956
215,0.09225422
216,0.09297454
217,0.092987955
218,0.09386116
219,0.09418696
220,0.095473945
221,0.096407235
222,0.09710741
223,0.097233
224,0.09723592
225,0.09753001
226,0.09795284
227,0.09811056
228,0.098507226
229,0.0987826
230,0.10010415
231,0.1001305
232,0.1006065
233,0.10176194
234,0.102051914
235,0.10221487
236,0.102823555
237,0.10294688
238,0.10322523
239,0.10387665
240,0.10455811
241,0.10471797
242,0.104862094
243,0.10500479
244,0.105466366
245,0.10588437
246,0.105909765
247,0.1062904
248,0.10716885
