,0
0,0.0005364418
1,0.0008351803
2,0.000990808
3,0.0014322996
4,0.0014415979
5,0.0016558766
6,0.0018185973
7,0.0019809604
8,0.0019930005
9,0.0020090938
10,0.0020353198
11,0.0027217865
12,0.002779901
13,0.0027834773
14,0.0035338402
15,0.003642559
16,0.0038814545
17,0.0042598248
18,0.00444448
19,0.0053617954
20,0.0053938627
21,0.0065515637
22,0.007083595
23,0.0076253414
24,0.008356631
25,0.009254992
26,0.009335101
27,0.0094383955
28,0.009443343
29,0.0094640255
30,0.009976268
31,0.010251582
32,0.010425568
33,0.010660827
34,0.010842979
35,0.011241317
36,0.0118486285
37,0.0120590925
38,0.012062669
39,0.012079358
40,0.012287617
41,0.012651503
42,0.012959361
43,0.014797986
44,0.014827371
45,0.014858067
46,0.015093982
47,0.015377283
48,0.015879035
49,0.016749263
50,0.01693374
51,0.017298281
52,0.018032134
53,0.018772244
54,0.01997608
55,0.020244896
56,0.020245194
57,0.020715833
58,0.021060348
59,0.021269143
60,0.021365821
61,0.022093356
62,0.022585213
63,0.023122966
64,0.024068475
65,0.02416253
66,0.024517119
67,0.025518656
68,0.025592327
69,0.025664985
70,0.025920272
71,0.026408553
72,0.027092576
73,0.027394474
74,0.02764082
75,0.027975857
76,0.028764665
77,0.030104816
78,0.03048253
79,0.030886948
80,0.032892644
81,0.033418
82,0.035645902
83,0.03610128
84,0.036397874
85,0.036443174
86,0.036558628
87,0.036587596
88,0.037847877
89,0.038037956
90,0.038113892
91,0.038271487
92,0.03852594
93,0.03867072
94,0.039664805
95,0.04022062
96,0.04066497
97,0.04118818
98,0.04140526
99,0.04148519
100,0.041667998
101,0.041900456
102,0.04224533
103,0.04312378
104,0.043317437
105,0.043754935
106,0.04381156
107,0.044221163
108,0.044297516
109,0.044635594
110,0.045725763
111,0.046098948
112,0.046248972
113,0.04646349
114,0.046544254
115,0.04665333
116,0.047133267
117,0.047392607
118,0.04746139
119,0.047833562
120,0.049108148
121,0.050355315
122,0.050669074
123,0.051115274
124,0.052004874
125,0.05270952
126,0.05337727
127,0.05408871
128,0.054457843
129,0.05517125
130,0.05519885
131,0.055848837
132,0.05607885
133,0.05636424
134,0.058533967
135,0.058710217
136,0.059070587
137,0.05911684
138,0.05922675
139,0.0595966
140,0.059795976
141,0.060153365
142,0.060842454
143,0.062067688
144,0.062253833
145,0.06302863
146,0.06326127
147,0.0632897
148,0.06389898
149,0.0639686
150,0.06507653
151,0.06667942
152,0.066713214
153,0.06672442
154,0.067635596
155,0.067717135
156,0.068130195
157,0.06840259
158,0.068416595
159,0.068501115
160,0.06918925
161,0.0692603
162,0.06996232
163,0.070555925
164,0.070780694
165,0.07093942
166,0.07169348
167,0.07179469
168,0.07186556
169,0.071980774
170,0.0721665
171,0.072906196
172,0.07294053
173,0.073228955
174,0.07411134
175,0.07477796
176,0.07528967
177,0.07537371
178,0.07591516
179,0.07614559
180,0.076330006
181,0.07704157
182,0.07711542
183,0.07719779
184,0.077200115
185,0.07748234
186,0.07781392
187,0.07807863
188,0.078127265
189,0.078395665
190,0.07889235
191,0.07901853
192,0.07919884
193,0.07938141
194,0.07972783
195,0.08001214
196,0.080940366
197,0.08103478
198,0.08134246
199,0.0813939
200,0.0815711
201,0.08227056
202,0.082644045
203,0.082734585
204,0.08339971
205,0.083520114
206,0.08357698
207,0.0836488
208,0.08374828
209,0.08415723
210,0.08420056
211,0.08469427
212,0.08488327
213,0.085359275
214,0.085956454
215,0.08654773
216,0.08694136
217,0.08752167
218,0.088011384
219,0.0882709
220,0.088805676
221,0.08943969
222,0.08960414
223,0.090331376
224,0.09050369
225,0.09097093
226,0.091052055
227,0.09181696
228,0.09205687
229,0.09223658
230,0.09252578
231,0.09295648
232,0.093304634
233,0.09431189
234,0.09591037
235,0.0962345
236,0.09630811
237,0.0966441
238,0.09750396
239,0.0989967
240,0.09907228
241,0.09914565
242,0.09972733
243,0.09992033
244,0.10010719
245,0.10025883
246,0.10063416
247,0.10115111
248,0.10118449
249,0.10188049
250,0.102699816
251,0.10294455
252,0.10305387
253,0.103597045
254,0.10364574
255,0.1037274
256,0.10402483
257,0.10534412
258,0.10574776
259,0.106536746
260,0.10738617
261,0.10989392
262,0.10989654
263,0.11086184
264,0.11254758
265,0.11284751
266,0.11364144
267,0.11437857
268,0.114465415
269,0.115089715
270,0.11551529
271,0.115881324
272,0.1160354
273,0.11611116
274,0.11616135
275,0.11794734
276,0.118451476
277,0.11872965
278,0.118765235
279,0.11900693
280,0.11981279
281,0.11985141
282,0.11989349
283,0.11998558
284,0.12145287
285,0.12192309
286,0.12213594
287,0.122694254
288,0.1228863
289,0.12305927
290,0.12346631
291,0.12478578
292,0.1254875
293,0.1257301
294,0.12657869
295,0.12665951
296,0.12678814
297,0.12685674
298,0.12730974
299,0.12768489
300,0.12771219
301,0.12786078
302,0.1287033
303,0.13033926
304,0.13036925
305,0.13150322
306,0.13232088
307,0.13247031
308,0.13248837
309,0.13326949
310,0.13348764
311,0.13361347
312,0.13394535
313,0.13410497
314,0.13545561
315,0.13559061
316,0.13629597
317,0.13631016
318,0.13691276
319,0.1372487
320,0.13784355
321,0.13852465
322,0.1385991
323,0.13873094
324,0.13966388
325,0.13985562
326,0.14054471
327,0.14090484
328,0.1423155
329,0.14269751
330,0.14275086
331,0.1435628
332,0.14405704
333,0.14478707
334,0.14485943
335,0.14500129
336,0.14546537
337,0.14551097
338,0.14552015
339,0.14604414
340,0.14617062
341,0.14656621
342,0.14668697
343,0.14691031
344,0.147331
345,0.1473875
346,0.14743626
347,0.14776313
348,0.14780319
349,0.14789206
350,0.1480006
351,0.14867574
352,0.14876437
353,0.14911366
354,0.15042698
355,0.15076083
356,0.15149814
357,0.15190077
358,0.15225434
359,0.1526081
360,0.15272015
361,0.15342289
362,0.15354365
363,0.15384561
364,0.15421355
365,0.15456796
366,0.1545968
367,0.1554234
368,0.15547138
369,0.15607762
370,0.15648913
371,0.15690804
372,0.15794581
373,0.1580888
374,0.1580959
375,0.1588245
376,0.15904707
377,0.15992141
378,0.15999037
379,0.16053635
380,0.16057599
381,0.16081852
382,0.16097206
383,0.16128314
384,0.16186208
385,0.16187632
386,0.16209447
387,0.16278261
388,0.16296417
389,0.16322541
390,0.16476184
391,0.1647985
392,0.1662218
393,0.16635054
394,0.16673714
395,0.16699153
396,0.16748142
397,0.16777319
398,0.1682232
399,0.16829848
400,0.16847503
401,0.16876799
402,0.1687733
403,0.17025095
404,0.17107797
405,0.171296
406,0.17138898
407,0.17150515
408,0.17151684
409,0.17221487
410,0.17235124
411,0.17268467
412,0.17300242
413,0.17390066
414,0.17424637
415,0.17459708
416,0.17461538
417,0.17482603
418,0.17517781
419,0.17534232
420,0.17556113
421,0.17566043
422,0.17568839
423,0.17632604
424,0.17696452
425,0.17820704
426,0.17850935
427,0.17859226
428,0.17868197
429,0.1797337
430,0.18074274
431,0.18090254
432,0.1812703
433,0.18169755
434,0.18183202
435,0.18185222
436,0.18189663
437,0.18249333
438,0.18308175
439,0.1834197
440,0.18347251
441,0.18347436
442,0.18385828
443,0.18386918
444,0.1856122
445,0.18592668
446,0.18646145
447,0.18814588
448,0.18827063
449,0.18930566
450,0.18969905
451,0.189785
452,0.190189
453,0.19128919
454,0.19191384
455,0.19192398
456,0.19214326
457,0.19216722
458,0.1927442
459,0.19308388
460,0.19609898
461,0.19677651
462,0.1968264
463,0.19713145
464,0.19715852
465,0.19769311
466,0.19792414
467,0.19793636
468,0.19817466
469,0.19828945
470,0.19954664
471,0.2009545
472,0.20207548
473,0.20226419
474,0.20232779
475,0.20395243
476,0.2045334
477,0.20492727
478,0.20507133
479,0.20536691
480,0.20581973
481,0.20654935
482,0.20695066
483,0.20786709
484,0.20825386
485,0.20881838
486,0.20885849
487,0.2098217
488,0.20982724
489,0.21057832
490,0.21275556
491,0.21279055
492,0.21309471
493,0.21313703
494,0.21327293
495,0.2137075
496,0.21399754
497,0.21451712
498,0.21485537
499,0.21492249
500,0.21510124
501,0.2151373
502,0.21515298
503,0.21643132
504,0.21726549
505,0.21771854
506,0.21872121
507,0.2193268
508,0.21939617
509,0.21952361
510,0.21977776
511,0.22033137
512,0.22043717
513,0.22057617
514,0.22063822
515,0.22095853
