,0
0,0.0001514554
1,0.00039494038
2,0.00061804056
3,0.00093865395
4,0.0021873713
5,0.0026715994
6,0.0026743412
7,0.004078448
8,0.004342556
9,0.0044625998
10,0.004470706
11,0.0044881105
12,0.006253302
13,0.0070590377
14,0.0071803927
15,0.0075305104
16,0.009222448
17,0.009605348
18,0.0096927285
19,0.010102034
20,0.010635555
21,0.010899901
22,0.010929465
23,0.011041582
24,0.011278391
25,0.011386812
26,0.011469245
27,0.01189518
28,0.011957288
29,0.012195468
30,0.012250841
31,0.012585223
32,0.014379799
33,0.014900982
34,0.0151363015
35,0.015283942
36,0.015850663
37,0.016027689
38,0.01615274
39,0.016655684
40,0.016946495
41,0.01698047
42,0.017399073
43,0.017429233
44,0.017454624
45,0.018360496
46,0.018555284
47,0.018688977
48,0.019320905
49,0.019784331
50,0.01991707
51,0.020332992
52,0.021733284
53,0.021992087
54,0.022318065
55,0.022954702
56,0.025072157
57,0.02594459
58,0.0270859
59,0.027739465
60,0.029334903
61,0.029342592
62,0.029453278
63,0.029973626
64,0.030520022
65,0.03131324
66,0.031508088
67,0.031704247
68,0.03180331
69,0.032633126
70,0.03316909
71,0.03334081
72,0.034619212
73,0.03557688
74,0.036077797
75,0.036230385
76,0.036587358
77,0.037424624
78,0.03742546
79,0.03802502
80,0.038464546
81,0.038796544
82,0.03885126
83,0.03912264
84,0.039138258
85,0.039669096
86,0.039839506
87,0.039862216
88,0.040320158
89,0.042368054
90,0.04331237
91,0.044368327
92,0.04459822
93,0.045662045
94,0.04578221
95,0.04611796
96,0.04695958
97,0.047110498
98,0.047281682
99,0.04739648
100,0.04914558
101,0.049384356
102,0.04954672
103,0.04977846
104,0.04981762
105,0.050573766
106,0.050682902
107,0.05071771
108,0.05145091
109,0.051743805
110,0.05335927
111,0.055212915
112,0.055834174
113,0.05674553
114,0.05704993
115,0.057464838
116,0.057608724
117,0.057655513
118,0.058145642
119,0.059432685
120,0.059489846
121,0.060130656
122,0.060157537
123,0.06030923
124,0.06055975
125,0.060682535
126,0.061747193
127,0.06219685
128,0.062289655
129,0.06232965
130,0.062358916
131,0.062432766
132,0.06325334
133,0.06351364
134,0.063584626
135,0.06388688
136,0.06420827
137,0.06464046
138,0.0648191
139,0.065092266
140,0.06576413
141,0.065980256
142,0.06676781
143,0.06823665
144,0.06910586
145,0.069156885
146,0.07025951
147,0.07049662
148,0.07058132
149,0.0721724
150,0.07253325
151,0.07327694
152,0.073628664
153,0.07363564
154,0.076152384
155,0.076218665
156,0.07656801
157,0.0767557
158,0.077862084
159,0.077979624
160,0.078341484
161,0.07850516
162,0.07866669
163,0.0788852
164,0.08094078
165,0.08139783
166,0.081980824
167,0.08254087
168,0.08261418
169,0.08315879
170,0.0836218
171,0.084007144
172,0.08401662
173,0.084165156
174,0.084326625
175,0.08454031
176,0.08492702
177,0.087311745
178,0.08812642
179,0.08907366
180,0.0892812
181,0.08958483
182,0.089663506
183,0.090491
184,0.090550184
185,0.09131026
186,0.092984855
187,0.093889475
188,0.094331145
189,0.09467965
190,0.09485316
191,0.09492773
192,0.09501964
193,0.09505677
194,0.09558368
195,0.09565812
196,0.09592724
197,0.0959332
198,0.0962047
199,0.09639084
200,0.09813142
201,0.09988457
202,0.10043281
203,0.10081214
204,0.10089511
205,0.10181415
206,0.10232866
207,0.102906585
208,0.103450835
209,0.10355139
210,0.103649974
211,0.10405588
212,0.1048401
213,0.104910195
214,0.10583806
215,0.10651064
216,0.106689274
217,0.107004285
218,0.10708326
219,0.107544124
220,0.10785562
221,0.1091156
222,0.109348
223,0.10951811
224,0.11037105
225,0.11070591
226,0.111962974
227,0.11219001
228,0.112406075
229,0.11294311
230,0.11496705
231,0.11527562
232,0.11582488
233,0.11600155
234,0.11602086
235,0.116576135
236,0.116975665
237,0.117063165
238,0.11774433
239,0.117917895
240,0.11794865
241,0.11904007
242,0.12064999
243,0.12069696
244,0.12107921
245,0.12125945
246,0.12158954
247,0.1217832
248,0.12321442
249,0.123725116
250,0.12405115
251,0.124195874
252,0.124833465
253,0.12484574
254,0.12609404
255,0.12658119
256,0.12677193
257,0.1271826
258,0.12726796
259,0.12757242
260,0.12807292
261,0.1281125
262,0.12859792
263,0.12905115
264,0.13048291
265,0.1313526
266,0.1317122
267,0.1320976
268,0.13327378
269,0.13343853
270,0.13438451
271,0.13440543
272,0.13516778
273,0.13612002
274,0.13718313
275,0.1375261
276,0.13782501
277,0.13826692
278,0.13830721
279,0.13841122
280,0.13870203
281,0.13877362
282,0.13883871
283,0.13890207
284,0.13935483
285,0.13991904
286,0.14007223
287,0.14012909
288,0.14070565
289,0.14095533
290,0.14123738
291,0.14149332
292,0.14202529
293,0.14267153
294,0.14367133
295,0.14403224
296,0.14427501
297,0.14447361
298,0.14456153
299,0.14524525
300,0.14545733
301,0.14660913
302,0.1468119
303,0.14708835
304,0.14823145
305,0.14825922
306,0.14864486
307,0.14917475
308,0.14940971
309,0.14954418
310,0.14990342
311,0.15017718
312,0.15052867
313,0.1507327
314,0.15080345
315,0.15103853
316,0.15129459
317,0.15342575
318,0.15373248
319,0.1548568
320,0.15486854
321,0.15501446
322,0.15563726
323,0.15580934
324,0.15629905
325,0.15640116
326,0.15738523
327,0.15748256
328,0.157659
329,0.15770549
330,0.15827811
331,0.15913677
332,0.1596157
333,0.16001981
334,0.160178
335,0.16019887
336,0.16042542
337,0.16052502
338,0.1619162
339,0.16192108
340,0.16193295
341,0.16284102
342,0.16288298
343,0.16293621
344,0.16317588
345,0.16376907
346,0.16406804
347,0.16479236
348,0.16522765
349,0.16550308
350,0.1655361
351,0.16563803
352,0.1663943
353,0.16648054
354,0.16665107
355,0.16669828
356,0.16678649
357,0.16680354
358,0.1671176
359,0.16792136
360,0.16816193
361,0.16843331
362,0.16889846
363,0.16903251
364,0.1693353
365,0.16980755
366,0.17035592
367,0.17120194
368,0.1713041
369,0.1714111
370,0.17145091
371,0.17162406
372,0.17188591
373,0.17194295
374,0.17226821
375,0.17398697
376,0.17459911
377,0.17483991
378,0.17492515
379,0.17494601
380,0.1751458
381,0.17541808
382,0.17581117
383,0.1762445
384,0.17645466
385,0.17740738
386,0.17786211
387,0.17798865
388,0.17809087
389,0.18116218
390,0.18119854
391,0.18155664
392,0.18250096
393,0.18270874
394,0.18536139
395,0.18573183
396,0.18600059
397,0.18704283
398,0.18735749
399,0.18792617
400,0.18823594
401,0.18827444
402,0.18842632
403,0.18880641
404,0.1889041
405,0.18897021
406,0.18901914
407,0.1892516
408,0.18934059
409,0.1898604
410,0.19025803
411,0.19030893
412,0.190534
413,0.19062829
414,0.19088143
415,0.19104016
416,0.19149572
417,0.19237828
418,0.19239813
419,0.19245929
420,0.19311482
421,0.19391716
422,0.19398314
423,0.1944899
424,0.19471145
425,0.19561803
426,0.19658762
427,0.1969136
428,0.19932872
429,0.19991869
430,0.20000243
431,0.20025688
432,0.20032054
433,0.20034486
434,0.20069695
435,0.20095146
436,0.20106483
437,0.20125622
438,0.20156819
439,0.20182347
440,0.20198584
441,0.20320714
442,0.2032398
443,0.20399475
444,0.20457017
445,0.20468527
446,0.20507145
447,0.20527858
448,0.2054637
449,0.2078507
450,0.20789671
451,0.20790952
452,0.20825714
453,0.20897049
454,0.20903838
455,0.20923918
456,0.20924515
457,0.20931137
458,0.20987242
459,0.21008587
460,0.21060395
461,0.21067709
462,0.21108991
463,0.2111708
464,0.21159285
465,0.21166784
466,0.2123658
467,0.2127257
468,0.21405321
469,0.2146489
470,0.21538496
471,0.21562755
472,0.21570605
473,0.21588182
474,0.21634471
475,0.2165271
476,0.2169106
477,0.21709257
478,0.21762872
479,0.21858007
480,0.21907008
481,0.2191124
482,0.21988368
483,0.22021568
484,0.22034758
485,0.22046494
486,0.22049695
487,0.22097361
488,0.22106159
489,0.22137147
490,0.22185272
491,0.22449249
492,0.22491169
493,0.22495973
494,0.22501975
495,0.22512102
496,0.22592121
497,0.22656488
498,0.2269575
499,0.22718239
500,0.22740895
501,0.22921574
502,0.22937393
503,0.22949928
504,0.23041862
505,0.23052424
506,0.23184496
507,0.23515868
508,0.23517668
509,0.23520148
510,0.23577642
511,0.23582387
512,0.23587841
513,0.23658156
514,0.23658603
515,0.2370218
516,0.23757523
517,0.23762852
518,0.2381953
519,0.2384041
520,0.23892641
521,0.23896796
522,0.2393775
523,0.24003446
524,0.24004012
525,0.24022853
526,0.24059969
527,0.24068189
528,0.24190384
529,0.2423495
530,0.24243522
531,0.24247271
532,0.2432673
533,0.24374235
534,0.24406767
535,0.2444337
536,0.24471396
537,0.24490148
538,0.24507743
539,0.24516606
540,0.24523681
541,0.24651527
542,0.2466054
543,0.24706858
544,0.24707669
545,0.24720168
546,0.2481997
547,0.24920446
548,0.24924839
549,0.24954438
550,0.2505678
551,0.25058955
552,0.25075465
553,0.2513433
554,0.25134635
555,0.251377
556,0.25154436
557,0.25191045
558,0.2521369
559,0.2522506
560,0.25291878
561,0.2532937
562,0.25363332
563,0.2537856
564,0.25397938
565,0.25445706
566,0.25519925
567,0.25542384
568,0.25551856
569,0.25572264
570,0.25587267
571,0.25630623
572,0.25651968
573,0.256819
574,0.2577725
575,0.25875574
576,0.25931484
577,0.25935358
578,0.2595911
579,0.26297873
580,0.2635091
581,0.26440746
582,0.26484632
583,0.2649539
584,0.26517832
585,0.26568937
586,0.2657128
587,0.2662875
588,0.26704496
589,0.2680586
590,0.268224
591,0.26872832
592,0.26878464
593,0.2693928
594,0.27013695
595,0.27034116
596,0.27037764
597,0.27042925
598,0.27110147
599,0.2718122
600,0.27185833
601,0.27216464
602,0.27224708
603,0.2731529
604,0.27383536
605,0.2748431
606,0.27523
607,0.27529
608,0.2754197
609,0.27559495
610,0.27578992
611,0.2758876
612,0.27622408
613,0.27631623
614,0.2766478
615,0.27671617
616,0.27691305
617,0.2769161
618,0.27701133
619,0.2779827
620,0.27830982
621,0.27846915
622,0.27912992
623,0.2793712
624,0.27977777
625,0.28090858
626,0.28104705
627,0.28136885
628,0.28143072
629,0.2815675
630,0.28256762
631,0.28351927
632,0.2845978
633,0.28533566
634,0.28545374
635,0.2861606
636,0.28624398
637,0.2871862
638,0.28728563
639,0.28751045
640,0.287786
641,0.28778678
642,0.2885828
643,0.28885472
644,0.28912234
645,0.29117912
646,0.29126936
647,0.291398
648,0.29251146
649,0.29325092
650,0.2939406
651,0.29398668
652,0.29425406
653,0.29454863
654,0.29594517
655,0.2961552
656,0.29644334
657,0.29661304
658,0.2972312
659,0.29770082
660,0.29783762
661,0.29970872
662,0.2998333
663,0.29985934
664,0.3004539
665,0.30123663
666,0.301387
667,0.30141085
668,0.30214304
669,0.30284524
670,0.30302584
671,0.30368137
672,0.30378795
673,0.3045807
674,0.30520725
675,0.3057118
676,0.30574256
677,0.3058095
678,0.30641574
679,0.3064204
680,0.3078807
681,0.30794072
682,0.30817574
683,0.30840272
684,0.30844843
685,0.30848658
686,0.3096348
687,0.30966115
688,0.31011683
689,0.31101525
690,0.31206012
691,0.31212127
692,0.31231314
693,0.31241828
694,0.31252718
695,0.31278455
696,0.31301278
697,0.31371927
698,0.31410468
699,0.31461608
700,0.31590343
701,0.31618047
702,0.3162518
703,0.3169586
704,0.3169666
705,0.31759787
706,0.31761408
707,0.31801105
708,0.31842577
709,0.31984478
710,0.3198951
711,0.32030302
712,0.32035887
713,0.3210169
714,0.32169062
715,0.3219084
716,0.32192904
717,0.32196087
718,0.32233655
719,0.32240075
720,0.32252038
721,0.32272857
722,0.32332462
723,0.32335025
724,0.32338762
725,0.3237931
726,0.3238082
727,0.32417357
728,0.32555008
729,0.3272006
730,0.3273391
731,0.3279028
732,0.32822764
733,0.3282869
734,0.32875562
735,0.329171
736,0.33044446
737,0.33271188
738,0.33288682
739,0.33341414
740,0.33438903
741,0.3349778
742,0.33526993
743,0.33796233
744,0.3394425
745,0.33970726
746,0.33981812
747,0.3398955
748,0.3399366
749,0.3406564
750,0.34094483
751,0.3413744
752,0.3419193
753,0.34244192
754,0.342619
755,0.34291232
756,0.34370995
757,0.34385353
758,0.34452695
759,0.34453148
760,0.3447684
761,0.34552783
762,0.34581542
763,0.3462463
764,0.34696126
765,0.3470906
766,0.34711748
767,0.3474185
768,0.3480807
769,0.34847295
770,0.34861034
771,0.3490799
772,0.34909338
773,0.3496309
774,0.35003662
775,0.35009968
776,0.3503188
777,0.35041368
778,0.35064405
779,0.3521936
780,0.35224152
781,0.3523075
782,0.35243928
783,0.35273272
784,0.3531068
785,0.3534459
786,0.35429555
787,0.35459483
788,0.35485715
789,0.35490584
790,0.35506034
791,0.35523266
792,0.35538584
793,0.35543793
794,0.35656387
795,0.35669315
796,0.3568086
797,0.35711902
798,0.3573789
799,0.3574332
800,0.35755086
801,0.357988
802,0.35855836
803,0.3588937
804,0.35890704
805,0.3595878
806,0.35973978
807,0.36122084
808,0.3614881
809,0.36161482
810,0.36167395
811,0.36253315
812,0.36423445
813,0.3649798
814,0.3652959
815,0.36596823
816,0.36835986
817,0.3688947
818,0.36982948
819,0.37061775
820,0.3708797
821,0.37094688
822,0.37228703
823,0.3724848
824,0.37286502
825,0.373178
826,0.37368852
827,0.374025
828,0.37407053
829,0.37450385
830,0.37480402
831,0.37489194
832,0.37555045
833,0.37707478
834,0.37748033
835,0.3780113
836,0.3788876
837,0.3790369
838,0.37933522
839,0.3831095
840,0.3834793
841,0.38389224
842,0.3844087
843,0.384732
844,0.3852756
845,0.38546574
846,0.38569552
847,0.38655716
848,0.38683283
849,0.38786572
850,0.38811392
851,0.3886934
852,0.3894863
853,0.38966006
854,0.3896621
855,0.39028668
856,0.3903519
857,0.39083737
858,0.3916502
859,0.39351714
860,0.39466912
861,0.394746
862,0.39475572
863,0.39542055
864,0.3959853
865,0.3972594
866,0.39729482
867,0.39743668
868,0.39767838
869,0.39827895
870,0.39873004
871,0.3988598
872,0.3991462
873,0.39966822
874,0.40149242
875,0.40217102
876,0.40219384
877,0.4024868
878,0.40253502
879,0.40324146
880,0.40372086
881,0.40439737
882,0.40447706
883,0.40453833
884,0.40490872
885,0.4049816
886,0.40548837
887,0.4057855
888,0.4060725
889,0.4062764
890,0.40663904
891,0.40736538
892,0.40811682
893,0.40825802
894,0.4086455
895,0.4087497
896,0.40962255
897,0.4099744
898,0.41008264
899,0.4113711
900,0.4125803
901,0.41258126
902,0.4142512
903,0.41437268
904,0.41483086
905,0.41532266
906,0.41549248
907,0.41554147
908,0.4162197
909,0.41628426
910,0.41649723
911,0.41701353
912,0.41811496
913,0.41841465
914,0.418581
915,0.41891962
916,0.41895908
917,0.41927993
918,0.4196701
919,0.42006093
920,0.42036104
921,0.42111886
922,0.42138308
923,0.42183155
924,0.4218678
925,0.4226148
926,0.42273206
927,0.42327082
928,0.42381346
929,0.42385995
930,0.42419475
931,0.4243666
932,0.4244365
933,0.42480206
934,0.42495745
935,0.425094
936,0.42552495
937,0.42581314
938,0.42617458
939,0.42688406
940,0.42692274
941,0.42704827
942,0.4278422
943,0.42798966
944,0.42953736
945,0.43007272
946,0.43035865
947,0.4304695
948,0.43092763
949,0.43149966
950,0.4318785
951,0.43202096
952,0.43202102
953,0.43238276
954,0.4329024
955,0.43299896
956,0.43319863
957,0.43325204
958,0.43384808
959,0.4345237
960,0.43561625
961,0.43695116
962,0.43753898
963,0.43792725
964,0.43836635
965,0.4385972
966,0.4390027
967,0.43987054
968,0.44019896
969,0.44162285
970,0.4426732
971,0.44300723
972,0.4431013
973,0.4433387
974,0.44337338
975,0.44347757
976,0.44375634
977,0.44392824
978,0.44399816
979,0.44474852
980,0.445374
981,0.44544196
982,0.44554
983,0.44560045
984,0.44613904
985,0.44707537
986,0.448272
987,0.4484285
988,0.4491316
989,0.44945765
990,0.4497723
991,0.44982547
992,0.44991022
993,0.45024407
994,0.4507038
995,0.4510228
996,0.4511987
997,0.45168984
998,0.45201164
999,0.4521929
1000,0.45239586
1001,0.45241863
1002,0.45267534
1003,0.45267975
1004,0.45285958
1005,0.45298445
1006,0.45334375
1007,0.45386016
1008,0.4541232
1009,0.45440465
1010,0.4544655
1011,0.4545973
1012,0.4551047
1013,0.45605934
1014,0.45734918
1015,0.45956004
1016,0.4607203
1017,0.4616022
1018,0.46166456
1019,0.46310514
1020,0.46321464
1021,0.4632395
1022,0.4638837
1023,0.46443623
1024,0.46455663
1025,0.46488094
1026,0.46493846
1027,0.46639788
1028,0.46709824
1029,0.4678988
1030,0.46808118
1031,0.46814048
1032,0.4685012
1033,0.46907043
1034,0.4691031
1035,0.46947682
1036,0.47031796
1037,0.47044837
1038,0.47077775
1039,0.4710527
1040,0.4711613
1041,0.4716915
1042,0.471869
1043,0.4733377
1044,0.4734156
1045,0.47354746
1046,0.47382718
1047,0.47386855
1048,0.4752398
1049,0.4755019
1050,0.47593242
1051,0.47757167
1052,0.47833943
1053,0.47847402
1054,0.47852975
1055,0.47897345
1056,0.4795969
1057,0.47986227
1058,0.4800371
1059,0.48127824
1060,0.48141837
1061,0.48196012
1062,0.4823724
1063,0.48237318
1064,0.48244947
1065,0.48267996
1066,0.483886
1067,0.48478234
1068,0.484991
1069,0.4854768
1070,0.48599768
1071,0.4863593
1072,0.48666507
1073,0.4867192
1074,0.48702747
1075,0.48804593
1076,0.48915082
1077,0.48956984
1078,0.49057794
1079,0.4913773
1080,0.4915318
1081,0.49196196
1082,0.49281138
1083,0.4928202
1084,0.49307984
1085,0.49340266
1086,0.49348444
1087,0.49348897
1088,0.49408406
1089,0.49485207
1090,0.49499583
1091,0.49558258
1092,0.49580896
1093,0.4960512
1094,0.49655092
1095,0.49700844
1096,0.49706346
1097,0.49772972
1098,0.49814105
1099,0.49864435
1100,0.49870944
1101,0.4988051
1102,0.49897754
1103,0.49929076
1104,0.49933034
1105,0.49960268
1106,0.49991286
1107,0.49992013
1108,0.50005877
1109,0.50023633
1110,0.500348
1111,0.5014283
1112,0.50144935
1113,0.50239617
1114,0.50255424
1115,0.50261897
1116,0.50269455
1117,0.5026981
1118,0.50401187
1119,0.5044319
1120,0.5044803
1121,0.50463295
1122,0.5046963
1123,0.5055203
1124,0.5056477
1125,0.50568575
1126,0.50587136
1127,0.50636566
1128,0.50652015
1129,0.50670624
1130,0.5075231
1131,0.5077057
1132,0.50959086
1133,0.5098196
1134,0.50989103
1135,0.5102037
1136,0.51032823
1137,0.51051676
1138,0.5120456
1139,0.51255786
1140,0.5128125
1141,0.51287264
1142,0.5137481
1143,0.5140622
1144,0.5141471
1145,0.5155724
1146,0.51569074
1147,0.5159385
1148,0.51623255
1149,0.5168075
1150,0.51706594
1151,0.51719415
1152,0.51733327
1153,0.5176233
1154,0.5179144
1155,0.5183699
1156,0.5184351
1157,0.5188754
1158,0.518966
1159,0.5198369
1160,0.520572
1161,0.52112925
1162,0.5212561
1163,0.52147514
1164,0.5220354
1165,0.5225646
1166,0.52488154
1167,0.5253046
1168,0.52561575
1169,0.525936
1170,0.5265153
1171,0.52709687
1172,0.5274126
1173,0.5279665
1174,0.52808696
1175,0.52841926
1176,0.5292966
1177,0.5295405
1178,0.52966714
1179,0.529994
1180,0.53111535
1181,0.5315842
1182,0.53197294
1183,0.5328969
1184,0.533445
1185,0.533494
1186,0.5339604
1187,0.5344681
1188,0.5347032
1189,0.5355575
1190,0.5356232
1191,0.53567576
1192,0.5357072
1193,0.5364041
1194,0.5364262
